,Długość,CapsLock_śr,CapsLock_Max,CapsLock_Sum,http,font,td,statements,www,nbsp,height,pills,width,size,ect,the,to,hou,enron,for,on,i,and,deal
2400,189,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0
2401,1487,1.0,1,1,0,0,0,0,0,0,0,0,0,2,0,8,15,0,0,1,1,1,6,0
2402,1961,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,10,0,5,1,4,4,9,0
2403,43,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2404,2544,1.0,1,1,0,0,0,0,0,0,0,0,0,0,24,9,13,13,0,6,5,7,8,10
2405,1125,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,1,1,2,3,7,0
2406,1029,1.0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,3,3,0,4,5,1,2,5
2407,516,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0
2408,29,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,961,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,2,4,0,1,0
2410,349,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,0,0
2411,779,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
2412,209,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,105,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2414,659,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,3,1,2,1,0,3,2,4
2415,2176,1.0,1,1,0,0,0,0,0,0,0,0,0,0,28,16,7,15,8,2,4,0,5,0
2416,401,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,5,0,2,1,0
2417,102,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2418,642,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,0
2419,552,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,3,1,1,0
2420,1454,1.0,1,1,1,0,0,0,0,0,0,0,0,0,6,4,7,3,12,0,2,0,2,0
2421,196,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2422,4385,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,25,0,0,2,2,1,17,0
2423,250,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
2424,692,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2425,493,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0
2426,93,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2427,654,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,3,2,2,0
2428,4073,1.0,1,1,0,0,0,0,0,0,0,0,0,0,59,13,9,30,13,2,6,0,8,5
2429,831,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,1,1,8,5,0
2430,2699,1.0,1,1,0,0,0,0,0,0,0,0,0,0,19,10,11,10,0,3,6,9,10,0
2431,453,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,77,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2433,1174,1.0,1,1,0,0,0,0,0,0,0,0,0,0,4,6,4,2,3,2,2,1,4,3
2434,634,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,1,2,3,0,0
2435,1153,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,2,2,3,2,0
2436,542,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0
2437,209,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,1257,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,7,0,2,4,1,7,5,0
2439,3126,1.0,1,1,0,0,0,0,0,0,0,0,0,0,70,7,7,27,32,2,4,2,3,0
2440,3295,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,21,7,0,3,5,4,1,4,0
2441,496,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0
2442,2270,1.0,1,1,0,0,0,0,0,0,0,0,0,0,14,9,10,8,4,1,4,0,4,0
2443,269,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2444,419,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,2,0
2445,223,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2446,400,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0
2447,242,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,2,1
2448,96,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2449,154,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2450,98,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2451,481,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
2452,96,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2453,281,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1
2454,233,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
2455,5146,1.0,1,1,0,0,0,0,0,0,0,0,0,0,42,10,34,21,0,22,9,9,5,4
2456,1283,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,1,1,0,4,0
2457,564,1.0,1,1,0,0,0,0,0,0,0,0,0,0,5,4,1,2,3,1,1,0,0,0
2458,276,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
2459,470,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,3,2,0,0,1
2460,974,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2461,7101,1.0,1,1,0,0,0,9,0,0,0,0,0,0,0,45,25,0,0,6,6,0,24,0
2462,6019,1.0,1,1,0,0,0,0,2,0,0,0,0,0,0,38,28,0,28,11,8,8,34,0
2463,1189,1.0,1,1,0,0,0,0,0,0,0,0,0,0,4,11,11,2,0,4,0,5,4,0
2464,824,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,1,0,0,1,0
2465,678,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,3,0,0,2
2466,557,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,1,0,2,0
2467,309,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,2
2468,154,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2469,894,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,5,0,0,1,1
2470,81,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
2471,996,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,2,1,0,4,0
2472,375,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0
2473,67,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2474,708,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1,1,0,8,0
2475,283,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0
2476,96,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2477,288,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0
2478,340,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
2479,2998,1.0,1,1,0,0,0,0,0,0,0,0,0,0,21,11,20,12,1,4,5,11,1,20
2480,43,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2481,2339,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2482,1193,1.0,1,1,0,0,0,0,0,0,0,0,0,0,15,2,3,8,7,1,2,0,1,3
2483,59,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2484,146,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2485,2177,1.0,1,1,10,0,0,0,10,0,0,1,0,0,0,8,12,0,0,1,1,2,5,0
2486,135,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
2487,811,1.0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,3,2,2,3,0,2,0,1
2488,324,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,0,1,0,0,0
2489,426,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0
2490,4438,1.0,1,1,0,0,0,0,0,0,0,0,0,0,37,20,18,20,4,21,3,5,17,5
2491,311,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5,0,0,0,0
2492,405,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
2493,44,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2494,734,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,4,1,0,1,0
2495,315,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0
2496,334,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,0
2497,106,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2498,360,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0,1,1,0
2499,157,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,290,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,2,1
2501,639,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,2,4,0
2502,281,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,3
2503,639,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,1,2,3,0
2504,96,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2505,1277,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,1,2,1,1
2506,136,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2507,767,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,3,0,0,3,0
2508,1131,1.0,1,1,0,0,0,0,0,0,0,0,0,0,6,8,2,3,4,1,3,1,5,3
2509,128,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
2510,323,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,2,0,0,0
2511,348,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,1,0,0,1,0
2512,330,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,1249,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,4,0,4,0,0
2514,1231,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515,1442,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,9,7,0,0,1,1,0,6,0
2516,310,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,1,0
2517,235,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
2518,538,1.0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,3,1,4,1,1,2,2,0
2519,1070,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,2,1,0,4,0
2520,248,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2521,281,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,1,0,1,0
2522,102,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2523,200,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0
2524,470,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2525,1199,1.0,1,1,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0
2526,4141,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,23,26,0,11,9,11,11,24,1
2527,470,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0
2528,5735,1.0,1,1,3,0,0,0,3,0,0,0,0,0,0,58,29,0,0,8,8,0,16,0
2529,98,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2530,425,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0
2531,1412,1.0,1,1,0,0,0,0,0,0,0,0,0,0,9,6,4,5,1,0,1,2,4,16
2532,317,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0
2533,708,1.0,1,1,0,0,0,0,0,0,0,0,0,0,4,3,5,2,1,3,2,1,0,2
2534,1891,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,10,9,0,0,3,2,2,10,0
2535,209,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2536,2309,1.0,1,1,0,0,0,0,0,0,0,0,0,0,14,16,17,7,5,3,4,3,10,3
2537,2029,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,19,0,0,4,8,0,16,1
2538,11,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2539,1429,1.0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,5,3,0,0,3,1,2,1
2540,130,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
2541,935,1.0,1,1,0,0,0,0,0,0,0,2,0,0,0,5,3,0,0,2,0,4,4,0
2542,1115,1.0,1,1,0,0,0,0,0,0,0,0,0,0,8,2,4,5,2,2,3,0,0,2
2543,364,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2544,1142,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,2,6,0,0,0
2545,72,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2546,437,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0
2547,68,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2548,400,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,4,0,1,0,1
2549,666,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2,4,4,1,2,0,2,2,2,0
2550,44,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2551,696,1.0,1,1,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,2,0,0,2,0
2552,720,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,1,0,2,1,3
2553,405,1.0,1,1,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0
2554,1949,1.0,1,1,0,0,0,0,0,0,0,0,0,0,11,9,11,5,9,1,3,4,6,4
2555,2915,1.0,1,1,0,0,0,0,0,0,0,0,0,0,89,7,4,47,12,1,3,0,3,3
2556,1063,1.0,1,1,0,0,0,0,0,0,0,0,0,0,9,5,6,5,4,0,5,6,1,3
2557,950,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2558,375,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0
2559,92,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2560,367,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,0,0,0
2561,201,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0
2562,1331,1.0,1,1,0,0,0,0,0,0,0,0,0,0,3,7,9,2,1,4,1,3,2,0
2563,194,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2564,735,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,0,4,1,7
2565,176,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,2
2566,128,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567,3841,1.0,1,1,0,0,0,0,0,0,0,0,0,0,65,22,5,30,10,3,9,1,4,0
2568,40,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2569,217,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2570,244,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2571,323,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2572,93,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2573,462,1.0,1,1,0,0,0,0,0,0,0,0,0,0,5,2,1,3,2,1,1,0,0,0
2574,87,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2575,2860,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,18,0,5,3,1,0,10,0
2576,403,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0
2577,311,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2578,895,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,2,4,2,6
2579,95,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2580,1435,1.0,1,1,0,0,0,0,0,0,0,0,0,0,5,8,7,3,0,2,5,1,6,0
2581,3644,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,28,17,0,0,11,3,12,22,0
2582,962,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2,14,5,1,0,2,0,2,0,0
2583,32,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2584,391,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2585,3178,1.0,1,1,13,21,8,0,0,0,0,0,1,2,0,0,0,0,0,1,7,0,0,0
2586,507,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0
2587,908,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,2,6,0,0,1,0,1,2,0
2588,678,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
2589,991,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,1,4,1,10,1
2590,363,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
2591,2371,1.0,1,1,0,0,0,0,0,0,0,0,0,0,7,2,3,4,1,7,7,0,0,0
2592,104,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2593,1120,1.0,1,1,0,0,0,0,0,0,0,0,0,0,6,7,11,3,2,1,2,1,3,1
2594,411,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0
2595,321,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,0
2596,77,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2597,2425,1.0,1,1,1,0,0,0,4,0,0,0,0,0,0,9,7,0,0,7,1,0,7,0
2598,402,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,2,1
2599,222,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,2,0
2600,746,1.0,1,1,3,0,0,0,0,0,0,0,0,0,0,2,5,0,0,3,0,0,2,0
2601,348,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2602,651,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2,2,0,2,3,0
2603,9662,1.0,1,1,0,0,0,11,0,0,0,0,0,0,0,79,33,0,0,11,10,0,36,0
2604,237,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
2605,433,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0
2606,293,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2
2607,1039,1.0,1,1,0,0,0,0,0,0,0,0,0,0,17,1,5,9,5,1,2,0,4,0
2608,1005,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,4,1,3,0,0
2609,513,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0
2610,293,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
2611,101,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
2612,1325,1.0,1,1,0,0,0,0,0,0,0,0,0,0,12,8,9,6,2,1,3,7,0,0
2613,96,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2614,1020,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,12,4,6,2,0,0
2615,2217,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,19,0,6,2,5,4,5,0
2616,412,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,2,0,0
2617,569,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,3,1,0,1,0
2618,408,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,2,1,1,1
2619,264,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0
2620,96,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2621,88,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2622,412,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0
2623,143,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
2624,880,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,6,0
2625,429,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2626,390,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,1,1,1
2627,139,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2628,96,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2629,279,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,0,0,0,0
2630,75,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,205,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,1,0,0,0
2632,94,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2633,8273,1.0,1,1,0,0,0,20,0,0,0,0,0,0,0,61,27,0,0,7,8,2,43,0
2634,452,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,4,0,0
2635,805,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,1,0,1,0
2636,76,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2637,667,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,0
2638,629,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,4,1,0,2,1
2639,1494,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2,9,9,1,2,7,4,4,5,0
2640,436,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,1,0
2641,820,1.0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,2,0,1,1,4,0,5
2642,170,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2643,399,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,0,4
2644,480,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0
2645,4568,1.0,1,1,1,0,1,0,4,0,0,0,0,0,0,13,17,0,0,10,4,0,15,0
2646,4231,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,27,24,0,0,10,2,2,20,0
2647,298,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2648,517,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,1,0
2649,630,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,2,2,0,0
2650,97,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2651,128,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
2652,1365,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,3,0,0,3,0
2653,100,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2654,350,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,2,0,0,2,0
2655,1315,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,4,0,6,6,0,1,5,0
2656,48,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2657,428,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,2,1,0,1,0
2658,777,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,5,4,4,2,0
2659,6886,1.0,1,1,0,0,0,0,0,0,0,0,0,0,340,1,1,156,32,0,1,0,1,0
2660,817,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,2,1,2,3,0
